id;acc01;aff01;aff02;aff03;co01;co02;co03;co04;co05;co06;eva01;eva02;eva03;eva04;eva05;eva06;lim01;lim02;lim03;lim04;lim05;lim06;dem_split;dem_const;dem_func;dem_id;dem_const_a;dem_func_a;dem_id_a;dem_cat;dis01;dis02;dis03;dis04;dis05;dis06;dis07;ep01;ep05;ep06;ext04_a;ext05;ext06;ext07;ext08;ext_index_a;ext_cat;fair_split;fair01;fair02;fair03;fair04;fair05;fair06;fair07;fair08;fair09;fair10;fair11;fair12;fair13;fair14;fair15;unfair01;unfair02;unfair03;unfair04;unfair05;unfair06;unfair07;unfair08;unfair09;unfair10;unfair11;unfair12;unfair13;unfair14;unfair15;clec;freq;frse;gov01;gov02;gov03;gov04;gov05;gov06;gov07;gov08;pe01;pi01;pi02;pint;pop01;pop03;pop05;pop06;pop07;pop08;pop09;pop_index_a;pop_dum;post_reu_soc;pre_reu_soc;pp01_a;pp05_a;pp06;pp07;pt01;pt02;pt04;pt05;pt06;pt07;pt08;pt_index_a;rile;soc01;soc02;soc03;soc04;soc05;soc06;soc07;soc08;soc09;soc10;soctr01;soctr02;soctr03;soctr_index;stat01;stat02;sex;year_birth;age;age_num;age_gen;educ01;educ02;educ03;casmin;famstat;g_born;g_cit;hh_inc;hh_inc_equ;hh_size;hh_kids;prof;religion;bbsr;bik;eastwest;iltis;t_typ;townsize;a_weight;d_weight;weight_trunc;frame;tel_con
2295;1;3;-97;2;1;1;1;1;1;1;2;3;3;3;2;3;1;1;2;1;2;1;1;-97;-97;-97;3;3;2;-97;4;1;4;1;3;2;3;3;2;3;5;2;5;2;1;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;2;2;4;1;4;3;3;1;1;1;4;1;-97;4;2;1;1;1;1;1;2;4,71429E+14;1;-97;1;3;3;1;1;4;4;2;3;-97;4;4;25;5;2;1;1;1;1;1;2;2;1;2;3;1;4;2;1;1;1;1970;4;53;3;3;-97;5;4;5;0;0;4;2;2;0;1;1;4;5;1;2;2;3;1,40127E+14;9,65553E+14;1,49693E+14;0;1
2296;1;2;-97;2;1;1;1;1;2;2;1;1;3;1;1;1;3;1;1;4;1;3;0;1;4;1;-97;-97;-97;2;2;2;2;1;2;2;6;3;2;2;5;5;5;5;5;3;1;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;1;1;2;1;1;1;1;2;2;0;2;2;1;1;5;5;5;1;4;2,85714E+14;0;-97;3;1;1;1;1;1;1;1;2;1;3;1;45;5;1;1;1;1;1;1;5;1;1;1;3;3;5;2,33333E+14;3;5;1;1950;5;73;2;3;-97;6;4;6;1;1;8;5;1;-97;10;2;2;4;1;2;3;4;6,32967E+14;5,75841E+13;4,03262E+14;0;1
2297;1;1;1;-97;1;1;1;2;1;2;2;2;1;3;2;3;5;-98;1;1;1;1;1;-97;-97;-97;2;2;1;-97;1;1;1;1;3;1;2;3;2;2;4;2;1;2;3;11;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;2;1;1;1;2;2;0;6;3;1;3;3;1;3;3;2;3,71429E+14;0;-97;2;3;3;1;2;2;2;2;3;1;3;3;35;0;1;1;1;1;1;2;1;1;1;2;1;1;3;3;3;1;1;1945;5;78;1;3;-97;5;4;4;0;0;3;2;1;-97;10;11;2;6;0;2;4;5;5,18348E+14;5,75841E+13;3,30238E+14;0;1
2298;-98;1;-97;1;1;1;2;2;1;2;1;2;2;4;1;2;-98;2;1;1;5;2;0;3;3;1;-97;-97;-97;1;3;-98;2;1;1;2;2;5;3;2;5;2;3;3;2;8;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;1;2;5;2;2;2;5;1;1;2;3;0;1;2;2;2;1;4;2;-98;4;35;0;-97;1;3;3;2;3;5;2;2;3;2;2;2;3,33333E+14;5;2;2;1;2;-98;2;-98;4;2;1;4;2;4;2;3;4;1;1952;5;71;2;4;-97;8;8;1;0;0;-98;-96;2;0;10;1;2;7;1;2;2;3;2,61236E+14;9,65553E+14;2,7907E+14;1;1
2299;-98;2;-97;2;3;1;1;2;2;4;1;1;1;1;3;1;5;1;1;1;4;3;1;-97;-97;-97;1;2;1;-97;2;1;2;2;-98;2;1;5;3;3;5;3;5;5;1;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;3;2;2;1;2;3;2;1;2;0;1;1;1;5;3;5;4;5;5;2;0;-97;1;1;3;2;1;3;2;1;3;2;3;2;3,66667E+14;5;3;1;1;1;1;1;1;4;1;1;3;4;3;3,33333E+14;4;5;0;1952;5;71;2;2;-97;6;3;1;0;0;3;2;2;0;10;1;4;4;1;3;3;3;1,38696E+14;9,65553E+14;1,48165E+14;0;1
2300;2;3;-97;3;2;1;1;2;1;3;3;2;3;2;2;2;4;2;2;2;3;3;1;-97;-97;-97;2;2;3;-97;3;3;3;3;3;3;3;2;2;1;5;5;1;2;3;7;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;2;5;2;2;2;2;2;4;4;1;-97;3;2;4;3;4;3;1;4;3;0;1;-97;2;3;2;1;3;3;3;3;-97;3;3;3;5;1;1;2;2;3;1;2;3;1;1;3;4;3;3,33333E+14;3;5;0;1995;1;28;4;4;-97;8;8;6;0;0;10;6;1;-97;1;11;2;10;1;2;5;6;8,54813E+14;2,9872E+13;2,82513E+14;1;3
2301;1;2;-97;4;1;1;1;2;1;3;3;2;1;1;3;1;2;3;1;2;3;1;1;-97;-97;-97;2;3;2;-97;1;1;2;1;1;2;4;2;2;1;5;4;4;5;5;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;2;3;2;1;1;1;2;5;0;1;1;3;4;1;4;4;3;3;2,85714E+14;0;-97;2;2;3;1;2;2;2;1;3;2;2;1;4,16667E+14;5;3;1;1;2;1;1;1;1;1;1;3;2;4;2,33333E+14;1;3;0;1976;3;47;3;4;-97;8;8;2;0;0;9;5;1;-97;1;11;1;10;1;0;5;7;6,3343E+14;5,75841E+13;4,03557E+12;0;1
2302;2;1;-97;1;2;2;1;3;1;3;-98;1;2;3;2;1;5;-98;1;1;3;1;0;2;2;1;-97;-97;-97;3;2;2;3;-98;2;-98;2;3;2;3;5;4;5;4;5;4;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;1;1;3;2;2;2;5;1;2;3;1;-97;3;3;4;3;5;-98;3;3;25;0;-97;-97;3;3;3;1;2;2;2;3;-97;2;2;3,83333E+14;-98;2;1;1;2;1;1;3;2;1;1;1;2;3;3,33333E+14;3;4;1;-99;-96;-96;-96;1;-97;5;1;1;0;0;-99;-96;-99;-99;10;2;2;7;1;2;3;3;2,81117E+14;7,13265E+14;2,21841E+14;0;2
2303;1;1;-97;2;1;1;1;1;1;2;1;1;1;1;1;1;2;4;2;3;3;2;1;-97;-97;-97;1;2;1;-97;2;1;2;1;2;3;1;3;2;2;5;3;5;5;2;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;2;3;2;3;1;1;1;1;2;4;0;2;2;1;2;2;4;5;3;4;3;0;-97;1;3;3;1;2;3;2;1;2;2;3;2;3,83333E+14;4;2;1;1;1;1;1;1;2;1;1;2;4;2;4;3;4;0;1979;3;44;3;4;-97;8;8;1;0;0;9;4;2;0;1;2;1;8;1;2;5;6;4,08442E+14;9,65553E+14;4,36325E+14;0;1
2304;1;2;-97;2;1;1;1;1;1;1;2;2;1;3;2;3;2;4;1;3;5;4;0;1;2;2;-97;-97;-97;3;1;1;2;1;1;1;1;4;1;2;5;4;4;5;4;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;2;2;2;3;3;2;1;2;2;2;0;1;1;2;4;3;4;4;4;5;2,28571E+14;0;-97;1;1;1;1;1;3;2;1;3;2;2;2;3,83333E+14;5;1;1;1;1;1;2;1;1;1;1;3;3;4;2,66667E+14;2;2;0;1975;3;48;3;4;-97;8;8;1;0;0;10;5;4;2;1;11;1;8;1;3;5;6;5,79388E+14;9,65553E+14;6,18941E+14;1;1
2305;2;2;-97;2;2;1;1;4;2;4;3;3;5;3;3;3;1;3;3;1;3;1;0;3;3;1;-97;-97;-97;1;1;2;2;1;4;2;2;3;3;4;5;1;5;5;1;7;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;3;1;2;1;1;1;1;1;5;1;-97;2;1;2;1;1;3;1;3;4,28571E+14;1;-97;1;2;3;2;2;4;4;3;4;-97;4;4;2,16667E+14;5;3;1;1;1;1;3;1;5;1;1;4;4;4;2,66667E+14;5;1;1;1965;4;58;3;3;-97;5;4;6;0;0;1;1;1;-97;10;2;2;7;1;2;3;4;1,12434E+13;5,75841E+13;7,16312E+14;0;1
2306;1;1;1;-97;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;4;4;1;0;2;2;2;-97;-97;-97;3;1;1;1;1;1;1;1;3;2;2;5;1;5;4;4;7;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;2;5;2;3;2;2;2;2;2;4;0;1;2;1;4;1;3;4;1;4;3,42857E+14;0;-97;2;3;3;2;1;3;1;1;1;1;2;1;45;0;4;1;1;1;1;1;4;1;1;1;3;3;4;2,66667E+14;3;5;0;1955;5;68;2;3;-97;6;4;1;0;0;4;2;2;0;10;11;2;8;0;3;4;3;3,49315E+14;4,82818E+14;1,86597E+14;0;1
2307;2;1;-97;1;2;2;2;2;1;4;2;1;1;2;1;3;3;4;1;1;3;1;1;-97;-97;-97;1;1;1;-97;3;5;2;3;2;2;3;2;2;2;5;5;5;3;3;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;2;2;2;2;2;2;1;2;2;1;4;0;1;3;1;3;1;5;4;2;3;3,28571E+14;0;-97;1;3;3;1;1;3;2;3;4;2;3;2;3,16667E+14;6;3;1;1;1;1;1;3;3;3;1;3;2;3;2,66667E+14;2;3;1;1941;5;82;1;4;-97;5;7;4;0;0;3;2;1;-97;10;1;1;10;1;2;5;6;2,61236E+14;3,18632E+14;1,07544E+14;0;1
2308;1;2;-97;4;1;1;1;2;2;2;2;3;2;2;2;3;3;5;1;4;-98;5;0;1;1;1;-97;-97;-97;3;1;1;1;1;1;1;3;4;2;2;5;5;5;5;5;3;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;2;2;3;3;2;3;2;2;2;2;3;0;2;2;2;4;3;5;4;4;3;2,42857E+14;0;1;-97;2;3;1;1;2;3;1;2;2;2;2;4;4;1;1;1;1;1;1;1;2;1;3;2;4;3;3,66667E+14;4;4;1;1990;2;33;4;4;-97;8;8;1;0;0;8;4;2;0;1;2;2;2;1;2;5;2;1,07547E+14;9,65553E+14;1,14888E+14;0;1
2309;1;2;-97;2;2;1;1;1;3;1;2;2;3;2;4;4;4;4;4;4;3;4;0;2;3;1;-97;-97;-97;2;1;1;3;1;3;3;1;2;4;2;5;5;5;5;3;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;2;5;3;1;1;3;2;3;0;6;2;3;5;3;4;3;3;2;2,71429E+14;0;-97;1;1;1;1;1;3;3;2;3;3;3;2;3,33333E+14;4;1;1;1;1;1;1;4;1;1;4;2;3;3;3,33333E+14;3;5;0;1941;5;82;1;4;-97;9;9;1;0;0;10;6;2;0;10;11;4;3;1;1;1;3;2,61715E+14;9,65553E+14;2,79581E+14;0;1
2310;1;2;-97;2;1;1;1;1;2;1;3;3;2;2;2;3;5;3;1;5;3;1;1;-97;-97;-97;1;2;1;-97;2;2;2;2;2;3;3;3;2;4;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;2;1;1;2;2;3;0;2;2;1;4;3;3;5;5;4;2,42857E+14;0;-97;1;2;2;1;1;3;3;2;3;3;4;2;3,16667E+14;3;1;1;1;1;1;3;3;1;1;3;2;3;2;3,66667E+14;3;4;1;1962;4;61;2;4;-97;8;8;6;0;0;2;2;1;-97;9;2;2;3;1;2;4;3;6,45414E+14;5,75841E+13;4,11192E+14;0;1
2311;1;1;-97;1;1;1;1;1;3;1;1;1;1;1;3;2;2;4;1;2;2;1;0;2;2;1;-97;-97;-97;3;1;1;1;1;1;1;2;3;2;1;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;2;2;3;2;1;1;2;1;3;0;3;1;2;3;4;5;5;5;5;1,85714E+14;0;-97;1;3;3;1;1;2;2;1;2;1;2;1;4,33333E+14;6;1;1;1;1;1;1;1;1;1;2;3;4;2;3,66667E+14;3;5;0;1952;5;71;2;4;-97;7;8;1;0;0;8;4;2;0;10;11;2;7;1;2;4;3;2,13488E+14;3,6075E+14;1,07544E+14;0;1
2312;2;1;-97;1;1;1;1;2;3;3;3;3;3;2;3;4;5;4;1;1;4;1;1;-97;-97;-97;3;3;1;-97;2;2;2;2;1;2;1;3;3;2;5;5;5;5;5;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;2;2;2;2;2;1;2;3;4;1;-97;4;2;2;2;2;1;2;2;4,14286E+14;1;1;-97;3;3;1;1;3;3;3;3;-97;3;4;2,83333E+14;5;5;1;2;1;1;2;1;3;2;1;2;3;3;3,33333E+14;3;3;0;1989;2;34;4;4;-97;8;8;1;1;0;5;2;2;0;1;5;2;4;1;2;3;4;8,54813E+14;9,65553E+14;9,13168E+14;0;1
2313;1;1;-97;-98;1;1;1;2;2;2;3;2;2;2;2;1;2;2;1;2;2;2;0;2;3;1;-97;-97;-97;2;1;2;4;2;1;4;6;4;3;2;5;3;5;5;5;5;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;2;2;2;2;1;1;1;2;5;0;3;2;2;4;1;3;2;3;2;3,57143E+14;0;-97;1;2;3;1;1;4;3;2;5;2;3;3;2,66667E+14;2;2;1;1;1;1;1;1;1;1;2;4;2;4;2;3;2;1;1960;4;63;2;4;-97;8;8;1;0;0;9;4;2;0;1;11;2;7;1;2;3;3;6,45414E+14;5,75841E+13;4,11192E+14;0;1
2314;-98;1;-97;1;1;1;1;2;1;2;2;2;3;1;2;1;5;3;1;1;5;3;1;-97;-97;-97;3;3;1;-97;1;1;1;1;1;1;1;3;3;2;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;1;1;1;2;2;4;1;1;1;1;1;4;1;-97;3;1;5;3;4;5;1;5;2,57143E+14;0;-97;1;3;1;1;1;3;3;1;3;-97;3;2;35;3;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;1;1962;4;61;2;3;-97;6;4;3;0;0;-99;-96;2;0;1;2;3;3;1;1;1;3;1,01889E+14;9,65553E+14;1,08844E+14;0;1
2315;1;3;-97;2;1;1;1;2;2;2;3;2;2;2;2;1;4;3;2;3;2;2;1;-97;-97;-97;2;2;1;-97;2;1;2;2;1;2;1;2;2;3;5;3;5;5;5;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;2;2;2;2;2;3;2;3;3;0;-98;2;1;3;2;3;3;2;3;3,57143E+14;0;-97;1;3;3;2;2;3;3;2;3;-97;3;2;3,33333E+14;6;1;1;1;2;1;1;1;2;1;2;2;2;3;3;3;4;1;1953;5;70;2;3;-97;8;8;1;0;0;5;2;2;0;10;2;2;10;1;2;3;4;6,67356E+14;9,65553E+14;7,12914E+14;1;1
2316;1;3;-97;2;2;2;1;2;2;2;1;2;1;3;3;4;5;2;1;1;4;3;0;2;3;1;-97;-97;-97;2;2;1;2;2;2;2;1;3;1;1;5;4;5;3;4;4;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;3;3;3;2;2;2;3;2;4;1;-97;4;4;4;2;3;2;3;2;3,14286E+14;0;1;-97;2;3;1;1;3;3;2;3;-97;3;2;3,33333E+14;6;3;2;1;1;4;2;2;3;1;1;3;3;3;3;3;4;0;2002;1;21;5;3;-97;5;4;6;0;0;9;3;5;1;1;1;3;7;1;3;2;2;8,90747E+14;7,21432E+14;7,10973E+14;1;1
2317;2;2;-97;2;1;1;1;2;1;1;1;2;1;2;3;3;1;4;1;2;4;2;1;-97;-97;-97;5;5;2;-97;4;5;5;2;5;3;5;3;-98;1;5;4;5;5;4;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;3;1;1;3;3;3;2;2;3;3;2;4;1;-97;3;1;3;1;3;4;3;3;3,42857E+14;0;-97;1;3;1;1;3;4;5;2;4;-97;4;3;2,33333E+14;6;3;3;2;3;1;2;1;2;1;2;3;2;3;2,66667E+14;3;3;0;1964;4;59;2;3;-97;5;4;6;0;0;8;5;1;-97;2;11;3;7;1;1;1;2;5,70347E+14;5,75841E+13;3,63367E+14;0;1
2318;1;1;-97;1;4;1;1;4;1;4;1;3;1;3;3;1;1;3;1;1;5;1;0;2;2;1;-97;-97;-97;3;5;2;2;1;1;2;1;5;3;3;5;3;5;5;2;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;3;2;4;2;4;1;4;1;2;2;4;0;-99;1;3;2;1;2;3;2;1;4;1;-97;1;1;3;3;1;5;1;1;4;-97;1;3;35;0;1;1;1;1;1;1;1;3;1;1;4;1;3;2;2;1;0;1968;4;55;3;-99;-97;5;-96;1;0;0;-99;-96;2;0;1;11;2;3;1;2;3;3;4,42901E+12;9,65553E+14;4,73136E+14;0;1
2319;1;2;-97;2;1;1;1;1;2;1;3;2;2;2;3;2;1;5;1;4;3;3;1;-97;-97;-97;2;3;2;-97;1;1;1;1;1;1;1;3;1;1;2;2;5;5;5;9;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;2;3;2;1;2;3;3;2;2;2;3;0;3;2;5;5;3;3;5;3;4;2;0;1;-97;3;3;1;2;2;2;1;2;2;2;2;4,16667E+14;3;1;1;1;1;1;1;3;2;1;3;3;4;4;3;2;3;1;2005;1;18;5;5;2;1;-96;6;0;0;4;2;3;0;6;11;1;10;1;2;5;6;1,03638E+14;1,24682E+13;1,42964E+14;0;1
2320;-99;1;-97;1;1;1;1;1;3;1;3;3;2;1;1;1;5;5;2;1;2;5;0;2;-98;1;-97;-97;-97;-96;1;1;1;1;1;2;1;3;2;2;5;5;5;5;-98;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;3;3;-99;-99;-99;2;3;1;-99;2;3;0;-99;1;2;5;3;4;3;4;4;2,42857E+14;0;-97;1;3;2;2;1;3;2;1;3;-97;-98;2;38;-98;3;2;2;-99;1;3;-98;2;1;2;3;4;2;3,66667E+14;2;5;1;1968;4;55;3;4;-97;5;7;1;0;0;-99;-96;2;0;3;11;1;8;1;2;5;6;6,45414E+14;9,65553E+14;6,89475E+14;0;1
2321;2;3;1;-97;1;1;1;3;1;1;3;3;3;3;3;1;1;3;1;3;3;1;1;-97;-97;-97;4;2;2;-97;-98;1;1;1;1;1;1;3;3;3;4;3;5;3;1;6;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;3;4;2;3;1;2;1;1;1;4;0;-99;1;1;2;1;3;1;2;3;4,14286E+14;1;-97;2;3;3;2;2;3;3;1;3;-97;3;3;3,33333E+14;-99;3;1;1;1;1;3;1;5;1;3;3;3;4;2,66667E+14;-99;1;0;1949;5;74;1;2;-97;6;3;1;0;0;-99;-96;4;2;1;-99;3;4;0;2;4;4;1,5514E+14;3,64917E+14;6,26356E+14;0;1
2322;1;1;-97;2;1;1;1;1;3;1;3;3;3;2;2;2;2;5;1;5;1;5;0;1;3;1;-97;-97;-97;2;1;1;2;1;1;2;1;3;3;1;5;5;5;5;5;3;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;2;2;3;2;1;1;2;2;3;0;3;1;1;5;2;4;3;4;3;2,85714E+14;0;-97;1;1;2;1;1;2;3;1;4;2;3;1;3,66667E+14;1;1;1;1;1;1;1;1;2;1;3;3;2;3;2,66667E+14;2;4;0;1952;5;71;2;4;-97;8;8;1;0;0;8;4;2;0;10;1;3;3;1;1;1;3;2,88801E+14;5,75841E+13;1,83994E+14;0;1
2323;1;1;-97;1;1;1;1;4;1;5;1;3;3;1;2;3;-98;4;1;2;3;1;1;-97;-97;-97;3;3;1;-97;6;2;2;1;6;1;1;5;2;1;5;4;5;5;5;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;3;1;-99;1;1;1;1;2;3;1;-97;3;1;4;1;3;3;1;4;3,57143E+14;0;-97;3;3;3;3;2;3;3;2;3;-97;3;3;3,16667E+14;5;5;1;1;1;1;1;1;2;1;1;5;3;3;2,33333E+14;3;2;1;1962;4;61;2;4;-97;8;8;1;1;0;5;2;2;0;3;1;2;3;1;2;2;3;6,45414E+14;9,65553E+14;6,89475E+14;1;1
2324;1;1;3;-97;1;1;1;1;1;1;1;3;3;1;3;1;1;3;1;1;3;1;0;2;2;1;-97;-97;-97;3;2;1;1;1;2;1;6;3;3;2;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;2;4;1;3;1;1;1;1;1;3;1;-97;3;1;3;3;5;1;4;3;3,14286E+14;0;-97;2;3;3;1;1;3;2;1;4;-97;2;2;3,66667E+14;5;3;1;1;1;1;3;1;5;1;1;3;2;3;2,66667E+14;3;3;0;1969;4;54;3;3;-97;6;4;1;0;0;10;5;4;2;1;11;4;3;0;2;4;1;7,45159E+14;4,10256E+14;3,38226E+14;0;1
2325;2;1;-97;1;1;1;1;5;1;3;5;3;3;5;1;3;1;5;3;1;5;2;1;-97;-97;-97;3;3;1;-97;1;5;1;1;1;1;3;3;1;1;5;1;3;2;1;9;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;3;2;1;1;1;1;1;1;1;4;0;1;1;1;4;1;5;5;5;5;2,28571E+14;0;-97;3;2;3;3;3;3;2;1;3;2;5;2;3,33333E+14;8;3;1;2;2;4;5;1;4;5;1;3;3;5;2,33333E+14;2;1;0;1944;5;79;1;4;-97;5;7;2;1;0;2;2;1;-97;10;5;2;10;1;3;5;4;1,79267E+13;3,18632E+14;1,07544E+14;0;1
2326;1;2;-97;2;2;3;1;3;2;2;2;2;2;2;2;2;4;2;1;4;3;4;1;-97;-97;-97;3;3;1;-97;2;1;2;1;2;3;2;3;3;2;5;5;5;5;4;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;4;3;1;1;2;2;2;0;3;2;3;5;4;4;5;4;3;2;0;-97;1;2;1;1;1;2;2;1;2;2;2;2;4,16667E+14;3;1;1;1;2;3;1;4;2;1;3;2;3;3;3,33333E+14;2;5;0;1970;4;53;3;4;-97;8;8;1;0;0;7;2;4;2;1;1;1;10;1;2;5;7;3,96864E+14;9,65553E+14;4,23957E+14;0;1
2327;1;2;3;-97;2;2;1;2;2;2;1;1;2;1;1;3;2;5;2;4;3;3;0;1;2;1;-97;-97;-97;3;2;3;3;1;2;3;1;3;2;2;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;5;2;5;3;2;2;2;2;2;0;3;2;3;5;4;5;5;4;4;1,71429E+14;0;-97;1;2;1;1;1;2;2;2;2;2;2;2;4;3;1;2;2;1;2;3;2;2;1;3;2;5;3;4;3;4;1;1971;4;52;3;4;-97;8;8;1;0;0;8;2;4;1;2;2;1;10;0;0;5;7;9,23062E+14;2,9872E+13;3,05069E+13;1;3
2328;1;1;-97;1;1;1;1;2;1;2;1;1;1;1;1;1;4;3;2;5;2;4;1;-97;-97;-97;2;2;1;-97;2;1;2;1;1;1;1;3;1;2;5;5;5;5;4;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;2;3;1;3;5;2;1;2;5;4;0;6;3;4;5;3;3;5;3;4;2,14286E+14;0;-97;1;2;3;1;1;2;2;1;3;3;2;1;4,16667E+14;2;2;1;1;2;1;1;1;2;1;4;3;3;4;2,66667E+14;2;4;1;1973;4;50;3;4;-97;9;9;4;0;0;8;5;1;-97;1;11;2;10;1;3;5;4;8,48088E+13;5,75841E+13;5,40315E+14;1;1
