id;acc01;aff01;aff02;aff03;co01;co02;co03;co04;co05;co06;eva01;eva02;eva03;eva04;eva05;eva06;lim01;lim02;lim03;lim04;lim05;lim06;dem_split;dem_const;dem_func;dem_id;dem_const_a;dem_func_a;dem_id_a;dem_cat;dis01;dis02;dis03;dis04;dis05;dis06;dis07;ep01;ep05;ep06;ext04_a;ext05;ext06;ext07;ext08;ext_index_a;ext_cat;fair_split;fair01;fair02;fair03;fair04;fair05;fair06;fair07;fair08;fair09;fair10;fair11;fair12;fair13;fair14;fair15;unfair01;unfair02;unfair03;unfair04;unfair05;unfair06;unfair07;unfair08;unfair09;unfair10;unfair11;unfair12;unfair13;unfair14;unfair15;clec;freq;frse;gov01;gov02;gov03;gov04;gov05;gov06;gov07;gov08;pe01;pi01;pi02;pint;pop01;pop03;pop05;pop06;pop07;pop08;pop09;pop_index_a;pop_dum;post_reu_soc;pre_reu_soc;pp01_a;pp05_a;pp06;pp07;pt01;pt02;pt04;pt05;pt06;pt07;pt08;pt_index_a;rile;soc01;soc02;soc03;soc04;soc05;soc06;soc07;soc08;soc09;soc10;soctr01;soctr02;soctr03;soctr_index;stat01;stat02;sex;year_birth;age;age_num;age_gen;educ01;educ02;educ03;casmin;famstat;g_born;g_cit;hh_inc;hh_inc_equ;hh_size;hh_kids;prof;religion;bbsr;bik;eastwest;iltis;t_typ;townsize;a_weight;d_weight;weight_trunc;frame;tel_con
595;1;3;-97;3;2;2;1;2;1;2;1;2;1;1;5;1;1;1;1;3;1;3;1;-97;-97;-97;2;5;2;-97;1;1;1;1;3;1;6;3;3;3;5;5;5;3;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-98;2;1;3;2;3;1;1;1;3;2;2;1;-97;3;1;3;1;2;1;1;2;4,42857E+14;1;-97;1;2;3;1;3;5;5;2;5;-97;3;5;1,83333E+14;5;5;1;1;1;1;1;1;1;1;5;4;1;3;2;5;1;0;1988;2;35;4;3;-97;5;4;6;0;0;3;2;1;-97;1;11;1;10;1;1;5;7;1,14626E+14;2,20253E+14;2,79324E+14;0;1
596;1;1;-97;2;1;1;1;1;3;4;2;2;2;2;2;1;1;2;1;3;3;1;0;1;1;1;-97;-97;-97;3;2;1;2;2;2;2;1;2;2;2;4;4;4;4;3;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;2;2;3;3;2;2;2;2;4;0;3;2;1;1;1;4;4;4;2;3,57143E+14;0;-97;1;2;2;1;2;3;3;1;1;1;1;1;4,33333E+14;5;4;1;2;1;1;1;1;1;1;2;3;3;3;3;4;3;0;1972;4;51;3;2;-97;5;3;6;0;0;2;2;1;-97;3;2;1;10;1;1;5;7;4,94655E+14;5,75841E+13;3,15144E+14;0;1
597;2;1;-97;1;1;1;1;1;2;1;1;1;1;1;2;1;4;3;1;1;4;2;1;-97;-97;-97;1;2;1;-97;1;1;2;2;1;2;1;3;2;1;5;5;5;4;4;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;3;2;1;1;2;3;0;2;2;1;4;2;4;4;4;4;2,71429E+14;0;-97;1;1;3;1;1;2;2;1;3;2;2;2;4;3;2;1;2;2;1;1;1;1;1;1;3;2;3;2,66667E+14;2;3;0;1950;5;73;2;4;-97;8;8;1;0;0;9;4;2;0;10;1;2;7;1;3;5;3;2,4934E+14;9,65553E+14;2,66361E+12;0;1
598;1;2;-97;2;1;1;1;1;3;1;1;3;2;2;3;3;3;4;3;3;1;3;0;2;2;1;-97;-97;-97;3;1;3;3;1;1;1;4;2;2;1;5;5;5;5;5;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;2;1;3;2;1;2;1;1;4;0;2;1;1;5;1;2;4;1;3;3,57143E+14;0;-97;1;1;2;1;1;2;4;1;4;2;2;2;35;4;1;1;1;1;1;1;1;1;1;1;3;1;2;2,66667E+14;2;2;0;1965;4;58;3;4;-97;8;8;1;0;0;10;4;4;1;1;11;3;4;1;3;2;4;3,82384E+14;5,75841E+13;2,43616E+14;1;1
599;1;1;-97;1;1;1;1;1;3;1;2;2;1;2;4;2;1;4;1;5;1;5;0;2;2;1;-97;-97;-97;3;1;1;1;1;1;2;-99;2;3;2;5;4;5;4;5;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;-99;1;2;2;2;3;1;1;2;3;3;0;2;1;3;2;4;4;5;1;3;2,85714E+14;0;-97;1;1;1;1;1;2;2;1;2;3;3;2;4;2;1;1;1;1;1;1;2;1;1;3;3;3;3;3;3;4;0;1945;5;78;1;4;-97;7;8;1;0;0;8;4;2;0;10;2;2;8;1;1;5;6;3,99493E+14;5,75841E+13;2,54516E+14;1;1
600;2;1;-97;1;1;1;1;3;1;2;1;3;4;3;3;1;3;3;1;1;5;1;1;-97;-97;-97;2;3;3;-97;3;1;1;3;3;1;1;4;3;2;3;4;4;3;1;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;5;2;2;2;2;2;2;2;5;0;5;1;1;1;1;3;3;3;5;3,57143E+14;0;-97;1;2;3;1;1;5;3;2;3;2;5;4;2,33333E+14;7;2;3;1;1;1;3;3;3;1;1;3;3;4;2,66667E+14;4;5;0;1946;5;77;1;4;-97;8;8;1;0;0;8;4;2;0;10;2;3;4;1;2;1;3;2,4934E+14;1,4936E+14;4,1203E+14;1;3
601;1;2;-97;2;2;2;1;2;2;1;2;2;3;2;3;2;3;3;2;3;3;3;0;2;2;1;-97;-97;-97;3;1;1;2;1;2;2;1;2;2;2;4;3;4;4;3;7;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;1;2;2;3;2;2;1;2;2;3;1;-97;3;2;3;3;3;4;2;3;3,14286E+14;0;-97;1;3;3;1;1;2;2;2;3;-97;3;2;3,66667E+14;4;2;1;1;1;2;2;1;2;1;2;3;4;3;3,33333E+14;2;3;0;1963;4;60;2;4;-97;7;8;1;0;0;8;3;3;0;2;1;1;10;1;0;5;7;6,58691E+14;1,24682E+13;9,08636E+13;0;1
602;2;5;-97;1;1;1;1;1;1;1;2;4;3;2;4;3;4;1;3;5;5;5;1;-97;-97;-97;4;3;1;-97;3;3;1;1;1;1;1;5;2;3;5;3;5;1;3;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;2;1;1;3;2;1;1;3;2;2;1;5;1;-97;4;1;4;1;1;2;1;2;4,28571E+14;1;1;-97;3;1;3;2;5;5;5;5;-97;5;5;1;5;4;1;1;1;3;5;1;4;3;1;3;3;3;3;4;3;0;1995;1;28;4;4;-97;6;7;6;0;0;4;2;3;1;1;2;1;10;1;3;5;7;7,38013E+14;9,65553E+14;7,88395E+14;1;1
603;1;1;-97;2;2;1;1;2;4;2;2;2;2;2;3;1;5;2;1;5;2;3;0;3;2;1;-97;-97;-97;-96;5;5;5;1;5;1;1;2;3;2;5;5;5;5;4;3;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;2;2;3;2;2;1;2;3;4;0;2;2;3;3;2;4;4;4;3;2,71429E+14;0;-97;1;1;1;1;1;2;3;1;3;3;2;2;3,83333E+14;8;2;2;2;2;1;1;1;2;1;1;2;2;2;3,33333E+14;4;4;0;1948;5;75;1;4;-97;5;7;5;0;0;4;2;2;0;10;11;3;6;1;2;1;4;3,03878E+14;9,65553E+14;3,24622E+14;0;1
604;2;1;-97;1;2;1;1;2;1;3;1;5;4;2;3;1;2;2;2;2;5;1;1;-97;-97;-97;5;5;2;-97;2;3;3;3;2;1;3;4;4;2;5;5;5;4;4;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;1;2;3;2;2;2;1;3;4;1;-97;1;1;3;1;2;4;2;2;3,85714E+14;0;-97;2;3;3;1;3;5;4;5;4;-97;5;5;1,33333E+14;7;5;1;2;2;1;4;1;3;1;1;4;2;4;2;3;4;0;1955;5;68;2;4;-97;8;8;5;0;0;9;4;2;0;10;11;1;10;1;0;5;7;2,86126E+14;4,10256E+14;1,29872E+14;0;1
605;1;3;-97;3;4;4;1;3;1;2;2;2;2;2;3;4;4;2;1;1;2;1;1;-97;-97;-97;3;3;2;-97;3;4;4;2;2;2;2;3;3;3;5;5;5;5;5;3;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;2;2;2;2;1;1;1;2;5;0;3;3;1;3;1;4;5;2;4;3,14286E+14;0;-97;1;3;3;1;1;3;3;1;4;3;3;2;3,33333E+14;7;1;1;3;2;1;1;1;3;1;1;4;2;4;2;3;5;0;1939;5;84;1;3;-97;5;4;1;0;0;5;2;2;0;10;2;1;10;1;3;5;7;3,1229E+14;9,65553E+14;3,33609E+13;0;1
606;1;3;3;-97;1;1;1;3;1;3;4;3;3;3;3;3;3;5;1;3;5;1;0;2;2;1;-97;-97;-97;3;3;1;1;1;1;3;1;3;3;3;3;1;5;4;4;9;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;4;1;3;1;1;5;1;1;3;1;-97;3;1;1;1;3;5;3;2;3,71429E+14;0;-97;2;3;3;1;3;3;3;3;3;-97;3;3;3;2;1;1;1;1;1;1;5;3;1;1;3;1;3;2,33333E+14;3;3;1;1939;5;84;1;2;-97;4;3;4;0;0;-99;-96;1;-97;10;11;3;10;0;2;4;4;2,26077E+14;7,13265E+14;1,78406E+14;0;2
607;1;2;-97;2;3;1;2;2;2;3;4;3;2;3;3;3;4;3;1;2;4;1;0;2;2;1;-97;-97;-97;3;2;2;2;2;2;2;2;3;2;2;5;4;5;4;3;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;3;2;2;3;2;2;2;2;2;3;0;1;3;4;5;2;4;3;4;4;2,28571E+14;0;-97;1;3;3;1;1;3;2;3;3;2;3;2;3,33333E+14;6;2;1;2;1;3;4;1;2;2;2;3;3;4;2,66667E+14;2;2;1;1958;4;65;2;4;-97;8;8;1;0;0;5;2;2;0;10;2;2;9;1;2;3;3;2,61236E+14;9,65553E+14;2,7907E+14;0;1
608;1;1;-97;1;1;1;2;1;1;3;2;1;1;2;2;2;2;3;1;2;3;1;1;-97;-97;-97;2;2;1;-97;1;1;2;2;2;2;1;2;2;2;5;4;5;3;3;4;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;2;2;5;2;1;1;2;2;3;1;-97;2;1;4;2;3;3;3;2;3,42857E+14;0;1;-97;3;3;1;2;2;2;2;2;-97;2;2;4;6;1;1;1;1;1;2;3;2;1;1;3;3;2;3,33333E+14;2;3;0;2006;1;17;5;4;-97;2;6;6;0;0;-98;-96;3;0;7;2;2;9;1;2;3;3;6,08933E+14;7,87827E+14;5,30767E+14;0;1
609;1;1;-97;-98;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;2;2;2;0;2;2;1;-97;-97;-97;3;2;2;1;1;2;2;2;3;3;2;5;3;5;5;5;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;2;1;1;1;1;1;1;1;1;5;1;-97;4;1;3;3;5;3;3;5;2,71429E+14;0;-97;3;3;3;2;2;3;3;3;3;-97;3;3;3;5;1;1;1;1;1;1;1;1;1;1;2;2;4;2,66667E+14;2;3;1;1960;4;63;2;4;-97;5;7;1;1;0;-99;-96;2;0;1;1;4;4;1;2;1;4;4,00629E+14;9,65553E+14;4,27978E+14;1;1
610;1;5;3;-97;1;1;1;3;1;3;3;3;5;1;3;1;2;3;1;3;5;1;1;-97;-97;-97;-99;4;3;-97;2;2;2;-98;2;2;2;3;4;1;4;3;4;5;5;7;1;0;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;3;2;2;1;3;1;1;3;4;1;-97;5;3;4;2;3;2;2;3;3,28571E+14;0;-97;2;3;3;1;3;4;4;2;4;-97;4;5;2,16667E+14;5;3;1;1;3;2;4;1;3;1;3;5;3;5;1,66667E+14;2;4;1;1978;3;45;3;3;-97;5;4;6;0;0;10;6;2;0;1;11;4;6;0;2;1;5;1,19652E+14;9,65553E+14;1,2782E+14;0;1
611;1;2;2;-97;2;1;1;1;2;2;1;3;2;3;-98;-98;3;5;1;3;-98;1;0;2;2;1;-97;-97;-97;3;1;1;2;1;1;1;1;-98;-98;2;5;5;5;-98;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1;1;3;-98;2;-98;2;1;2;-98;2;3;1;-97;1;-98;5;3;5;5;3;5;1,66667E+14;0;-97;2;3;3;1;1;3;3;3;3;-97;3;2;3,16667E+14;5;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;1;1942;5;81;1;3;-97;5;4;4;0;0;3;2;1;-97;10;2;3;10;0;2;4;4;5,09037E+14;5,75841E+13;3,24307E+13;0;1
612;1;4;-97;3;1;1;1;2;1;2;1;1;2;2;1;1;2;5;1;1;-98;1;0;2;2;1;-97;-97;-97;3;1;4;6;2;1;-98;1;4;3;2;5;2;5;4;2;6;1;0;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;4;2;3;2;2;2;1;2;2;0;1;3;1;2;1;4;5;4;5;2,85714E+14;0;-97;1;3;3;2;1;2;5;2;2;2;2;2;35;5;1;1;1;1;1;1;1;4;1;1;2;4;4;3,33333E+14;3;5;1;1947;5;76;1;2;-97;5;3;1;0;0;4;2;2;0;10;1;2;7;1;2;3;5;3,25607E+14;9,65553E+14;3,47836E+14;0;1
613;1;1;2;-97;1;1;1;1;2;1;1;1;1;1;1;1;2;3;1;1;1;2;1;-97;-97;-97;1;1;1;-97;1;2;1;1;1;1;5;2;1;1;5;5;5;5;5;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;1;2;2;2;1;1;3;2;2;0;2;2;1;5;5;5;5;5;5;1,57143E+14;0;-97;1;1;3;1;1;2;1;1;1;2;1;1;4,83333E+14;2;1;1;1;1;1;1;1;1;1;1;2;2;3;3;2;5;1;1936;5;87;1;4;-97;8;8;4;0;0;5;3;1;-97;10;1;1;10;0;0;5;7;4,16956E+14;5,75841E+13;2,65642E+14;0;1
614;1;3;-97;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;2;4;1;1;-97;-97;-97;2;2;1;-97;2;1;1;1;1;1;1;5;5;4;5;3;2;5;4;8;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;3;1;2;1;1;1;1;1;4;1;-97;4;1;3;2;3;3;2;2;3,71429E+14;0;-97;1;3;3;1;3;3;3;3;3;-97;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;4;3;3,33333E+14;4;1;1;1967;4;56;3;3;-97;5;4;5;0;0;2;2;1;-97;3;1;1;8;1;1;5;6;1,12434E+13;3,18632E+14;3,96359E+14;0;1
615;1;3;-97;3;1;1;1;1;1;1;2;2;3;2;1;2;4;2;2;3;2;3;1;-97;-97;-97;2;4;1;-97;2;2;2;2;2;2;2;2;2;2;5;5;5;4;4;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3;1;2;3;2;3;1;1;1;2;2;4;1;-97;2;1;5;1;3;2;4;4;3,14286E+14;0;-97;2;3;2;1;1;4;3;2;3;-97;2;3;3,16667E+14;6;2;2;1;2;2;1;1;2;1;1;3;3;4;2,66667E+14;3;4;0;1978;3;45;3;4;-97;8;8;3;0;0;10;5;4;2;1;11;2;8;1;1;3;6;5,79388E+14;4,10256E+14;2,62983E+14;0;1
616;2;1;-97;1;2;2;2;4;2;4;3;3;3;3;3;3;1;4;1;1;5;1;0;3;2;2;-97;-97;-97;-96;2;3;5;3;3;4;4;3;2;2;3;5;4;4;5;6;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;2;2;1;3;3;4;1;-97;1;1;4;1;2;4;2;4;3,42857E+14;0;-97;1;2;3;3;3;4;1;4;4;-97;4;1;3;5;2;1;1;1;1;4;1;4;1;1;2;4;4;3,33333E+14;3;4;1;1949;5;74;1;3;-97;5;4;1;0;0;-99;-96;4;0;10;1;4;2;1;2;1;2;4,55083E+13;9,80453E+14;4,93652E+14;0;1
617;1;1;-97;1;2;1;1;1;2;2;3;1;1;1;1;2;3;4;2;3;2;4;0;1;1;1;-97;-97;-97;3;1;1;2;3;2;2;2;4;3;2;5;2;5;5;2;6;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;1;1;2;3;2;5;2;2;2;2;2;5;0;2;2;1;1;1;4;2;4;4;3,57143E+14;0;-97;1;2;3;2;2;2;2;2;4;2;3;2;35;4;1;1;1;1;1;1;4;3;1;1;4;2;2;2,66667E+14;3;4;0;1965;4;58;3;3;-97;5;4;1;0;0;8;4;2;0;1;1;2;5;1;2;2;5;7,71549E+14;3,18632E+14;2,71992E+14;0;1
618;1;1;-97;1;2;1;1;2;2;1;2;1;2;1;2;3;3;1;1;5;3;5;1;-97;-97;-97;1;2;1;-97;1;3;2;2;2;5;3;3;3;2;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;1;1;1;2;2;3;3;1;2;2;2;3;0;3;3;3;3;2;4;3;4;5;2,57143E+14;0;-97;1;2;3;1;1;2;2;2;2;2;2;2;4;4;1;1;1;1;1;1;1;1;1;2;3;3;3;3;2;4;1;1972;4;51;3;4;-97;8;8;6;0;0;6;4;1;-97;1;1;1;8;1;1;5;6;6,88726E+14;5,75841E+13;4,38786E+14;0;1
619;2;1;-97;1;1;1;1;1;3;2;2;3;2;1;1;2;5;3;1;1;2;4;1;-97;-97;-97;1;3;1;-97;1;1;1;1;1;2;1;3;2;1;5;5;5;4;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;3;3;2;1;2;2;4;1;-97;2;1;4;2;4;4;5;2;2,85714E+14;0;1;-97;2;3;1;1;3;3;1;3;-97;2;3;35;4;1;1;1;1;1;1;3;1;1;1;3;2;3;2,66667E+14;2;5;1;1990;2;33;4;4;-97;8;8;1;0;0;9;3;4;2;12;2;2;3;1;2;3;3;1,24567E+14;2,9872E+13;4,1169E+14;1;3
620;1;1;-97;1;2;1;1;2;1;1;1;1;2;1;1;2;4;1;2;5;5;4;0;2;2;1;-97;-97;-97;3;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2;3;1;3;2;2;2;1;3;3;0;2;1;1;1;4;4;5;2;5;2,85714E+14;0;-97;1;1;3;1;1;2;2;2;2;2;2;1;4,16667E+14;0;1;2;1;1;1;1;1;1;1;1;2;4;2;4;3;2;0;1950;5;73;2;4;-97;7;8;1;0;0;2;1;2;0;10;11;3;3;1;2;1;3;2,62886E+14;9,65553E+14;2,80833E+14;1;1
621;2;2;-97;3;2;1;1;1;1;2;3;5;5;4;3;3;5;1;3;3;5;2;1;-97;-97;-97;4;5;3;-97;1;1;4;2;3;1;1;5;4;2;1;1;3;2;5;13;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;3;1;5;2;1;5;1;1;5;0;4;2;1;5;1;1;1;3;3;3,85714E+14;0;1;-97;2;2;2;3;4;4;5;4;2;5;5;15;7;4;1;1;1;1;5;1;3;1;1;4;2;5;1,66667E+14;3;1;0;2006;1;17;5;5;2;1;-96;6;0;0;10;5;3;0;6;5;2;5;1;1;5;5;8,23748E+14;8,79708E+14;8,01744E+14;0;1
622;1;1;-97;1;1;1;1;1;1;1;1;2;2;2;3;2;1;2;1;3;3;3;0;2;3;1;-97;-97;-97;2;2;1;2;1;2;2;1;4;2;2;5;5;5;4;-99;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;3;2;1;2;2;1;1;1;1;3;1;-97;1;2;4;2;4;4;3;2;3;0;-97;1;2;2;1;1;2;3;2;2;-97;3;1;3,83333E+14;5;2;1;1;2;1;3;3;1;1;1;2;2;3;3;2;3;0;1982;3;41;4;4;-97;8;8;1;0;0;9;4;3;1;1;11;3;9;1;3;2;4;4,08442E+14;4,82818E+14;2,18181E+14;1;1
623;2;1;-97;1;3;1;1;1;1;3;2;3;1;3;3;4;3;1;1;1;4;1;1;-97;-97;-97;2;2;1;-97;2;2;6;2;5;3;6;3;3;3;5;1;1;4;5;11;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;1;1;5;5;2;2;1;1;5;5;3;0;1;3;1;1;1;3;2;3;3;4;1;-97;3;3;3;1;1;3;3;2;1;1;3;1;3,83333E+14;5;1;1;1;2;1;1;1;1;1;1;4;4;1;3,66667E+14;3;4;1;1979;3;44;3;4;-97;8;8;1;1;0;8;2;4;1;1;2;1;8;1;3;5;6;8,68941E+14;1,24682E+13;1,19867E+14;0;1
624;1;2;-97;2;1;1;1;1;2;1;1;2;1;1;2;1;1;3;1;3;3;3;1;-97;-97;-97;1;2;1;-97;2;2;2;2;2;2;1;2;2;2;5;5;5;5;4;3;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;3;3;2;2;3;2;2;2;2;2;3;0;-98;2;2;4;2;4;5;4;4;2,42857E+14;0;-97;1;3;3;2;1;2;2;1;3;-97;2;2;4;3;2;1;1;1;1;1;3;2;1;3;3;3;3;3;3;4;0;1956;5;67;2;4;-97;8;8;1;0;0;7;3;2;0;10;11;2;4;1;2;1;4;2,88801E+14;5,75841E+13;1,83994E+14;0;1
625;1;3;-97;3;1;2;1;1;1;3;1;2;2;1;1;3;2;1;1;1;2;1;0;2;2;2;-97;-97;-97;3;1;2;2;3;1;2;2;2;2;3;5;2;5;3;2;6;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;2;1;3;4;3;1;2;2;3;4;0;3;2;1;5;3;5;5;2;4;2,42857E+14;0;-97;1;2;3;1;2;3;3;3;3;2;4;3;2,83333E+14;3;3;2;1;1;1;2;1;1;2;1;3;3;4;2,66667E+14;2;3;1;1942;5;81;1;4;-97;5;7;4;1;0;3;2;1;-97;10;11;1;10;1;3;5;6;4,20853E+14;5,75841E+13;2,68125E+14;0;1
626;2;2;-97;2;1;1;2;2;1;3;3;1;2;1;2;4;2;4;1;1;4;1;1;-97;-97;-97;2;3;1;-97;3;1;2;2;2;3;1;3;3;2;5;4;3;4;2;6;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;2;2;2;3;3;1;2;1;3;1;-97;3;1;4;1;4;4;2;3;3,28571E+14;0;-97;1;3;3;1;2;3;3;2;4;-97;3;3;3;5;2;1;1;2;1;3;1;3;1;1;3;3;4;2,66667E+14;3;4;1;1984;2;39;4;4;-97;8;8;1;0;0;10;5;4;2;2;11;1;10;1;3;5;7;5,952E+14;9,65553E+14;6,35832E+14;0;1
627;2;1;-97;1;1;1;1;2;1;4;3;3;2;2;3;3;5;1;1;1;4;1;0;2;4;1;-97;-97;-97;2;4;1;2;1;1;1;3;4;4;2;5;1;4;5;4;8;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;2;2;1;1;1;2;2;4;0;-99;3;3;4;1;2;4;2;4;3,14286E+14;0;-97;1;3;3;3;1;4;2;1;4;-97;2;2;35;5;1;1;1;1;1;1;1;3;1;1;4;2;4;2;3;1;1;1939;5;84;1;3;-97;-99;4;4;0;0;5;3;1;-97;10;1;2;9;1;3;5;4;4,55083E+13;5,75841E+13;2,89933E+14;0;1
628;-99;1;-97;1;1;1;1;1;1;1;1;2;1;1;1;1;3;3;3;3;4;4;1;-97;-97;-97;2;2;1;-97;1;1;1;1;1;1;2;3;3;2;5;4;5;4;4;4;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;3;3;2;1;2;2;1;1;2;2;2;0;2;2;4;2;4;4;4;2;5;2,42857E+14;0;-97;1;2;3;1;1;2;2;2;2;2;2;2;4;5;1;1;1;1;2;1;4;1;1;1;2;3;2;3,66667E+14;3;4;1;1948;5;75;1;3;-97;4;4;5;0;0;-99;-96;1;-97;10;1;1;10;1;1;5;7;7,33141E+14;4,82818E+14;3,91628E+13;0;1
